"mmu.miR.1264.3p"	"mmu.miR.1298.5p"	"mmu.miR.5099"	"mmu.miR.448.3p"	"mmu.miR.20a.3p"	"mmu.miR.365.3p"	"mmu.miR.664.5p"	"mmu.miR.126b.5p"	"mmu.miR.199a.5p"	"mmu.miR.363.3p"	"mmu.miR.142a.3p"	"mmu.miR.1298.3p"	"mmu.miR.99a.5p"	"mmu.miR.671.5p"	"mmu.miR.6406"	"mmu.miR.139.3p"	"mmu.miR.501.3p"	"mmu.miR.325.3p"	"mmu.miR.10b.5p"	"mmu.miR.5126"	"mmu.miR.3072.3p"	"mmu.miR.34b.5p"	"mmu.miR.1264.5p"	"mmu.miR.33.5p"	"mmu.miR.338.5p"	"mmu.miR.409.5p"	"mmu.miR.450a.5p"	"mmu.miR.467a.5p"	"mmu.miR.100.5p"	"mmu.miR.1224.5p"	"mmu.miR.148a.3p"	"mmu.miR.125b.5p"	"mmu.miR.30e.5p"	"mmu.miR.152.3p"	"mmu.miR.127.3p"	"mmu.miR.125a.5p"	"mmu.miR.204.3p"	"mmu.miR.34c.5p"	"mmu.miR.186.5p"	"mmu.miR.204.5p"	"mmu.miR.194.5p"	"mmu.miR.30d.5p"	"mmu.let.7d.3p"	"mmu.miR.132.3p"	"mmu.miR.203.3p"	"mmu.miR.382.5p"	"mmu.miR.1843a.5p"	"mmu.miR.26a.5p"	"mmu.miR.187.3p"	"mmu.miR.487b.3p"	"mmu.let.7e.5p"	"mmu.miR.674.5p"	"mmu.let.7a.5p"	"mmu.miR.431.5p"	"mmu.let.7c.5p"	"mmu.miR.666.5p"	"mmu.miR.874.3p"	"mmu.miR.491.5p"	"mmu.miR.92b.5p"	"mmu.miR.770.5p"	"mmu.miR.323.5p"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tnks2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ndufa5"	"	"	"	"	"	"	"	"	"Dda1"	"	"	"	"	"	"	"Rtf1"	"	"	"	"	"Ndst2"	"Mat2b"	"Dcbld2"	"Hibch"	"	"	"	"	"Fbxo32"	"Plaur"	"Sos2"	"	"	"Nrn1"	"Cltc"	"	"	"Morc3"	"	"	"	"	"	"	"Btla"	"	"	"	"	"Btla"	"	"	"Bach1"	"	"	"Btbd8"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tnrc6a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ndufs7"	"	"	"	"	"	"	"	"	"Ddb1"	"	"	"	"	"	"	"Rtn2"	"	"	"	"	"Ndufs1"	"Mbd1"	"Dchs1"	"Hif1a"	"	"	"	"	"Fbxo36"	"Plcg1"	"Sox4"	"	"	"Nrp1"	"Clybl"	"	"	"Mosmo"	"	"	"	"	"	"	"Btrc"	"	"	"	"	"Btrc"	"	"	"Bach2"	"	"	"Btbd9"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Top1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Neb"	"	"	"	"	"	"	"	"	"Ddi2"	"	"	"	"	"	"	"Rtn4"	"	"	"	"	"Ndufv1"	"Mblac1"	"Dclre1c"	"Hif1an"	"	"	"	"	"Fbxo4"	"Plcxd1"	"Sp1"	"	"	"Nsd3"	"Cmas"	"	"	"Mpp1"	"	"	"	"	"	"	"Bub1"	"	"	"	"	"Bub1"	"	"	"Bag1"	"	"	"Btd"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Top2a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nes"	"	"	"	"	"	"	"	"	"Ddit4"	"	"	"	"	"	"	"Rufy2"	"	"	"	"	"Ndufv2"	"Mbnl3"	"Dcp1a"	"Hint2"	"	"	"	"	"Fbxw4"	"Plec"	"Sp4"	"	"	"Nub1"	"Cmip"	"	"	"Mrpl1"	"	"	"	"	"	"	"Bub1b"	"	"	"	"	"Bub1b"	"	"	"Bag3"	"	"	"Btg1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Top2b"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Net1"	"	"	"	"	"	"	"	"	"Ddx1"	"	"	"	"	"	"	"Runx2"	"	"	"	"	"Necap1"	"Mcl1"	"Dcp2"	"Hipk1"	"	"	"	"	"Fbxw9"	"Plekhm1"	"Sp6"	"	"	"Nucks1"	"Cmtm3"	"	"	"Mrpl16"	"	"	"	"	"	"	"Bub3"	"	"	"	"	"Bub3"	"	"	"Bag4"	"	"	"Btg2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Topbp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nf1"	"	"	"	"	"	"	"	"	"Ddx11"	"	"	"	"	"	"	"S1pr1"	"	"	"	"	"Necap2"	"Mdn1"	"Dctn4"	"Hipk2"	"	"	"	"	"Fcer1g"	"Plin2"	"Spast"	"	"	"Nudt12"	"Cmtm4"	"	"	"Mrpl20"	"	"	"	"	"	"	"Bud13"	"	"	"	"	"Bud13"	"	"	"Bag6"	"	"	"Btla"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Topors"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nfam1"	"	"	"	"	"	"	"	"	"Ddx17"	"	"	"	"	"	"	"Sacs"	"	"	"	"	"Nectin1"	"Mecp2"	"Dctn6"	"Hivep2"	"	"	"	"	"Fcgr2b"	"Plpp5"	"Spcs2"	"	"	"Nudt3"	"Cmtm6"	"	"	"Ms4a14"	"	"	"	"	"	"	"Bysl"	"	"	"	"	"Bud23"	"	"	"Bahcc1"	"	"	"Btrc"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tox"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nfat5"	"	"	"	"	"	"	"	"	"Ddx21"	"	"	"	"	"	"	"Satb1"	"	"	"	"	"Nedd1"	"Med1"	"Dcun1d1"	"Hmg20a"	"	"	"	"	"Fcgr3"	"Plxnb1"	"Spopl"	"	"	"Nufip2"	"Cmtr1"	"	"	"Msl1"	"	"	"	"	"	"	"Bzw1"	"	"	"	"	"Bud31"	"	"	"Bahd1"	"	"	"Bub1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tpt1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nfatc3"	"	"	"	"	"	"	"	"	"Ddx24"	"	"	"	"	"	"	"Sbno1"	"	"	"	"	"Nemf"	"Med12"	"Dcun1d3"	"Hmgcs1"	"	"	"	"	"Fcgr4"	"Plxnb2"	"Sppl2a"	"	"	"Nup155"	"Cmya5"	"	"	"Msl2"	"	"	"	"	"	"	"C1d"	"	"	"	"	"Bysl"	"	"	"Baiap2"	"	"	"Bub1b"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tram2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nfib"	"	"	"	"	"	"	"	"	"Ddx3x"	"	"	"	"	"	"	"Scd2"	"	"	"	"	"Nemp2"	"Med13"	"Dcxr"	"Hnrnpd"	"	"	"	"	"Fcgrt"	"Plxnc1"	"Srcap"	"	"	"Nup205"	"Cnbp"	"	"	"Msl3"	"	"	"	"	"	"	"C1galt1"	"	"	"	"	"Bzw1"	"	"	"Baiap2l1"	"	"	"Bud13"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Trap1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nfic"	"	"	"	"	"	"	"	"	"Ddx3y"	"	"	"	"	"	"	"Sdcbp"	"	"	"	"	"Nfam1"	"Med13l"	"Ddah1"	"Hnrnph3"	"	"	"	"	"Fcna"	"Pml"	"Srek1"	"	"	"Nxpe2"	"Cnep1r1"	"	"	"Mtap"	"	"	"	"	"	"	"C1ql3"	"	"	"	"	"Bzw2"	"	"	"Bak1"	"	"	"Bud23"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Trappc8"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nfya"	"	"	"	"	"	"	"	"	"Ddx5"	"	"	"	"	"	"	"Sde2"	"	"	"	"	"Nfatc3"	"Med14"	"Ddhd1"	"Hnrnpk"	"	"	"	"	"Fcor"	"Pmpcb"	"Sri"	"	"	"Nxt2"	"Cnn3"	"	"	"Mtdh"	"	"	"	"	"	"	"C1qtnf2"	"	"	"	"	"C030006K11Rik"	"	"	"Bambi"	"	"	"Bves"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Trib1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nid1"	"	"	"	"	"	"	"	"	"Ddx6"	"	"	"	"	"	"	"Sdha"	"	"	"	"	"Nfic"	"Med17"	"Ddit3"	"Hnrnpl"	"	"	"	"	"Fcrl1"	"Pnn"	"Srpk1"	"	"	"Oaf"	"Cnnm3"	"	"	"Mtf1"	"	"	"	"	"	"	"C1qtnf9"	"	"	"	"	"C1galt1"	"	"	"Bap1"	"	"	"Bysl"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Trim33"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nid2"	"	"	"	"	"	"	"	"	"Dek"	"	"	"	"	"	"	"Sdhd"	"	"	"	"	"Nfkbia"	"Megf10"	"Ddit4"	"Hnrnpm"	"	"	"	"	"Fcrla"	"Pofut1"	"Srpk2"	"	"	"Oard1"	"Cnnm4"	"	"	"Mtf2"	"	"	"	"	"	"	"C1rl"	"	"	"	"	"C1qtnf1"	"	"	"Bard1"	"	"	"Bzw1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Trim44"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nip7"	"	"	"	"	"	"	"	"	"Dennd1a"	"	"	"	"	"	"	"Sec11a"	"	"	"	"	"Nfya"	"Megf9"	"Ddost"	"Hnrnpr"	"	"	"	"	"Fcsk"	"Poldip3"	"Srrm2"	"	"	"Oat"	"Cnot1"	"	"	"Mtfr1"	"	"	"	"	"	"	"C2cd3"	"	"	"	"	"C1s1"	"	"	"Basp1"	"	"	"Bzw2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Trmt6"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nkiras1"	"	"	"	"	"	"	"	"	"Dennd1b"	"	"	"	"	"	"	"Sec24a"	"	"	"	"	"Nin"	"Mettl14"	"Ddr1"	"Hnrnpul1"	"	"	"	"	"Fdps"	"Polr1d"	"Srsf6"	"	"	"Ociad1"	"Cnot10"	"	"	"Mthfd1l"	"	"	"	"	"	"	"C2cd5"	"	"	"	"	"C2cd2"	"	"	"Baz1a"	"	"	"C030006K11Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Trp53"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nmt1"	"	"	"	"	"	"	"	"	"Dennd2d"	"	"	"	"	"	"	"Sec24b"	"	"	"	"	"Nipa2"	"Mettl18"	"Ddx17"	"Hnrnpul2"	"	"	"	"	"Fdx2"	"Polr2a"	"Ssr3"	"	"	"Ogdh"	"Cnot11"	"	"	"Mthfd2"	"	"	"	"	"	"	"C3"	"	"	"	"	"C2cd3"	"	"	"Baz1b"	"	"	"C1galt1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Trpm7"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nmt2"	"	"	"	"	"	"	"	"	"Dennd4a"	"	"	"	"	"	"	"Sec61a1"	"	"	"	"	"Nlk"	"Mettl25"	"Ddx19b"	"Hook3"	"	"	"	"	"Fdxr"	"Polr2b"	"Ssr4"	"	"	"Onecut2"	"Cnot2"	"	"	"Mtif2"	"	"	"	"	"	"	"C3ar1"	"	"	"	"	"C2cd5"	"	"	"Baz2a"	"	"	"C1galt1c1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Trrap"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nosip"	"	"	"	"	"	"	"	"	"Dennd4c"	"	"	"	"	"	"	"Sec63"	"	"	"	"	"Noc2l"	"Mettl5"	"Ddx21"	"Hoxc5"	"	"	"	"	"Fem1a"	"Polr3b"	"St8sia4"	"	"	"Opa1"	"Cnot4"	"	"	"Mtmr12"	"	"	"	"	"	"	"C4b"	"	"	"	"	"C3"	"	"	"Baz2b"	"	"	"C1qb"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tsen34"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Notch2"	"	"	"	"	"	"	"	"	"Dennd5b"	"	"	"	"	"	"	"Secisbp2l"	"	"	"	"	"Noc3l"	"Mfhas1"	"Ddx24"	"Hpca"	"	"	"	"	"Fermt3"	"Por"	"Stag2"	"	"	"Or5w19"	"Cnot6"	"	"	"Mtmr14"	"	"	"	"	"	"	"C6"	"	"	"	"	"C330018D20Rik"	"	"	"Bbc3"	"	"	"C1qtnf9"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tsn"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nox4"	"	"	"	"	"	"	"	"	"Dennd6a"	"	"	"	"	"	"	"Sel1l"	"	"	"	"	"Nol4l"	"Mfn1"	"Ddx3x"	"Hrc"	"	"	"	"	"Fes"	"Pou2f1"	"Stat5a"	"	"	"Orc3"	"Cnot6l"	"	"	"Mtmr3"	"	"	"	"	"	"	"C87436"	"	"	"	"	"C3ar1"	"	"	"Bbip1"	"	"	"C1s1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tspan5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Npat"	"	"	"	"	"	"	"	"	"Desi1"	"	"	"	"	"	"	"Sell"	"	"	"	"	"Notch1"	"Mfsd12"	"Ddx3y"	"Hs6st1"	"	"	"	"	"Ffar4"	"Ppan"	"Stau1"	"	"	"Orc5"	"Cnot7"	"	"	"Mtmr6"	"	"	"	"	"	"	"C8a"	"	"	"	"	"C4b"	"	"	"Bbox1"	"	"	"C2cd2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Tspyl1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Npepps"	"	"	"	"	"	"	"	"	"Desi2"	"	"	"	"	"	"	"Senp7"	"	"	"	"	"Notch4"	"Mfsd2a"	"Ddx46"	"Hsd17b12"	"	"	"	"	"Fgd2"	"Ppard"	"Stc1"	"	"	"Os9"	"Cnot9"	"	"	"Mtr"	"	"	"	"	"	"	"C8b"	"	"	"	"	"C4bp"	"	"	"Bbs10"	"	"	"C2cd3"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Twf1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nploc4"	"	"	"	"	"	"	"	"	"Dffb"	"	"	"	"	"	"	"Serbp1"	"	"	"	"	"Npat"	"Mfsd9"	"Ddx5"	"Hsp90b1"	"	"	"	"	"Fgd3"	"Ppm1a"	"Stim1"	"	"	"Osbp"	"Cnst"	"	"	"Mtrex"	"	"	"	"	"	"	"C9"	"	"	"	"	"C5ar1"	"	"	"Bbs12"	"	"	"C2cd5"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Txnip"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nptn"	"	"	"	"	"	"	"	"	"Dgat1"	"	"	"	"	"	"	"Serinc3"	"	"	"	"	"Npepl1"	"Mga"	"Ddx51"	"Hspa1b"	"	"	"	"	"Fgd4"	"Ppp1r10"	"Stk17b"	"	"	"Osbpl8"	"Cntn1"	"	"	"Mxd1"	"	"	"	"	"	"	"C9orf72"	"	"	"	"	"C6"	"	"	"Bbs5"	"	"	"C3"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"U2surp"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nr2c2"	"	"	"	"	"	"	"	"	"Dgkq"	"	"	"	"	"	"	"Serp1"	"	"	"	"	"Nptn"	"Mgat4a"	"Ddx6"	"Hspa4"	"	"	"	"	"Fgf11"	"Ppp1r11"	"Stk26"	"	"	"Otud4"	"Coa4"	"	"	"Mxi1"	"	"	"	"	"	"	"Cab39"	"	"	"	"	"C9"	"	"	"Bbs9"	"	"	"C330018D20Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Uba2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nr3c1"	"	"	"	"	"	"	"	"	"Dgkz"	"	"	"	"	"	"	"Serpinf2"	"	"	"	"	"Nrbp1"	"Mia3"	"Dek"	"Hspa4l"	"	"	"	"	"Fgf13"	"Ppp1r12a"	"Stk32a"	"	"	"Otud6b"	"Coa7"	"	"	"Mybpc3"	"	"	"	"	"	"	"Cab39l"	"	"	"	"	"C9orf72"	"	"	"Bbx"	"	"	"C3ar1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ube2a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nras"	"	"	"	"	"	"	"	"	"Dhcr24"	"	"	"	"	"	"	"Sesn1"	"	"	"	"	"Nrp2"	"Mib1"	"Dennd1a"	"Hspa5"	"	"	"	"	"Fgr"	"Ppp1r2"	"Stk4"	"	"	"Otud7b"	"Cobll1"	"	"	"Mycbp2"	"	"	"	"	"	"	"Cabcoco1"	"	"	"	"	"Cab39"	"	"	"Bcap29"	"	"	"C4bp"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ube2r2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nrcam"	"	"	"	"	"	"	"	"	"Dhdh"	"	"	"	"	"	"	"Sesn3"	"	"	"	"	"Nsd1"	"Midn"	"Dennd1b"	"Hspa9"	"	"	"	"	"Fh1"	"Ppp1r3c"	"Strn"	"	"	"Otulin"	"Cog2"	"	"	"Myef2"	"	"	"	"	"	"	"Cabin1"	"	"	"	"	"Cabin1"	"	"	"Bcar1"	"	"	"C5ar1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ube2w"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nrep"	"	"	"	"	"	"	"	"	"Dhrs3"	"	"	"	"	"	"	"Setd1b"	"	"	"	"	"Nsd2"	"Mink1"	"Dennd2c"	"Hspg2"	"	"	"	"	"Fhad1"	"Ppp2ca"	"Strn3"	"	"	"Oxr1"	"Cog3"	"	"	"Myh9"	"	"	"	"	"	"	"Cacfd1"	"	"	"	"	"Cables2"	"	"	"Bcar3"	"	"	"C6"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ube2z"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nrf1"	"	"	"	"	"	"	"	"	"Dhx15"	"	"	"	"	"	"	"Setd5"	"	"	"	"	"Nsd3"	"Mllt6"	"Dennd2d"	"Htr1b"	"	"	"	"	"Fhit"	"Ppp2r1b"	"Stt3a"	"	"	"P2ry1"	"Cog4"	"	"	"Myo1g"	"	"	"	"	"	"	"Cacna1c"	"	"	"	"	"Cacfd1"	"	"	"Bcas2"	"	"	"C9"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ube3a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nsd1"	"	"	"	"	"	"	"	"	"Dhx16"	"	"	"	"	"	"	"Sf3b1"	"	"	"	"	"Nt5c2"	"Mmp15"	"Dennd4a"	"Htra1"	"	"	"	"	"Fibp"	"Ppp2r5a"	"Stx12"	"	"	"Pacc1"	"Cog5"	"	"	"Myo5a"	"	"	"	"	"	"	"Cacna1e"	"	"	"	"	"Cacna1a"	"	"	"Bcat1"	"	"	"C9orf72"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ubp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nsd3"	"	"	"	"	"	"	"	"	"Dhx30"	"	"	"	"	"	"	"Sf3b3"	"	"	"	"	"Nt5dc1"	"Mmrn2"	"Dennd4c"	"Htt"	"	"	"	"	"Fig4"	"Ppp6c"	"Stx7"	"	"	"Pafah1b1"	"Cog7"	"	"	"Mysm1"	"	"	"	"	"	"	"Cacna1s"	"	"	"	"	"Cacna1c"	"	"	"Bcat2"	"	"	"Cab39"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ubr3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nsl1"	"	"	"	"	"	"	"	"	"Dhx36"	"	"	"	"	"	"	"Sfpq"	"	"	"	"	"Nub1"	"Mogs"	"Dennd5b"	"Huwe1"	"	"	"	"	"Fis1"	"Ppwd1"	"Stxbp4"	"	"	"Pafah1b2"	"Cog8"	"	"	"Myzap"	"	"	"	"	"	"	"Cacna2d1"	"	"	"	"	"Cacna1d"	"	"	"Bcdin3d"	"	"	"Cab39l"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ubr5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nucks1"	"	"	"	"	"	"	"	"	"Dhx40"	"	"	"	"	"	"	"Sgk1"	"	"	"	"	"Nucks1"	"Mon2"	"Dennd6a"	"Hyou1"	"	"	"	"	"Fkbp15"	"Prcp"	"Sub1"	"	"	"Pah"	"Col12a1"	"	"	"N4bp1"	"	"	"	"	"	"	"Cacnb1"	"	"	"	"	"Cacna2d1"	"	"	"Bche"	"	"	"Cabin1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ufsp2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nudt21"	"	"	"	"	"	"	"	"	"Dhx58"	"	"	"	"	"	"	"Sgpl1"	"	"	"	"	"Nudt7"	"Mpdu1"	"Desi2"	"Ier3ip1"	"	"	"	"	"Fkbp1b"	"Prdm1"	"Suco"	"	"	"Paics"	"Col14a1"	"	"	"N4bp2l2"	"	"	"	"	"	"	"Cacnb2"	"	"	"	"	"Cacna2d3"	"	"	"Bckdha"	"	"	"Cables2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ulk1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nufip2"	"	"	"	"	"	"	"	"	"Dhx9"	"	"	"	"	"	"	"Sh3bgrl"	"	"	"	"	"Nufip2"	"Mpeg1"	"Det1"	"Iffo1"	"	"	"	"	"Fkbp4"	"Preb"	"Sun2"	"	"	"Pak2"	"Col15a1"	"	"	"Naa16"	"	"	"	"	"	"	"Cacnb4"	"	"	"	"	"Cacng4"	"	"	"Bckdhb"	"	"	"Cacfd1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Uqcrb"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Numbl"	"	"	"	"	"	"	"	"	"Diaph1"	"	"	"	"	"	"	"Shcbp1"	"	"	"	"	"Nup107"	"Mphosph6"	"Dexi"	"Iffo2"	"	"	"	"	"Fkbp5"	"Prex2"	"Supt16"	"	"	"Palb2"	"Col4a1"	"	"	"Naa25"	"	"	"	"	"	"	"Cacng4"	"	"	"	"	"Cacng7"	"	"	"Bckdk"	"	"	"Cacna1a"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Urb2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nup210"	"	"	"	"	"	"	"	"	"Diaph2"	"	"	"	"	"	"	"Sidt2"	"	"	"	"	"Nup205"	"Mprip"	"Dgcr2"	"Ifit2"	"	"	"	"	"Fkbp7"	"Prkar1a"	"Suz12"	"	"	"Papss2"	"Col9a3"	"	"	"Naa30"	"	"	"	"	"	"	"Cacul1"	"	"	"	"	"Cactin"	"	"	"Bcl10"	"	"	"Cacna1c"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Usp14"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nup50"	"	"	"	"	"	"	"	"	"Dicer1"	"	"	"	"	"	"	"Sirt1"	"	"	"	"	"Nup62"	"Mpz"	"Dgkd"	"Ifnar2"	"	"	"	"	"Fkbpl"	"Pros1"	"Syncrip"	"	"	"Parp12"	"Colec10"	"	"	"Naa50"	"	"	"	"	"	"	"Cacybp"	"	"	"	"	"Cacul1"	"	"	"Bcl11b"	"	"	"Cacna2d3"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Usp25"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Nup62"	"	"	"	"	"	"	"	"	"Dido1"	"	"	"	"	"	"	"Slain2"	"	"	"	"	"Nusap1"	"Mreg"	"Dgkh"	"Ifrd2"	"	"	"	"	"Fli1"	"Prpf4"	"Tacc3"	"	"	"Parp14"	"Colec12"	"	"	"Naca"	"	"	"	"	"	"	"Cad"	"	"	"	"	"Cacybp"	"	"	"Bcl2"	"	"	"Cacnb2"	"	"	"	"	"	"	"	"	"	"	"	"
