"mmu.miR.1264.3p"	"mmu.miR.1298.5p"	"mmu.miR.5099"	"mmu.miR.448.3p"	"mmu.miR.20a.3p"	"mmu.miR.365.3p"	"mmu.miR.664.5p"	"mmu.miR.126b.5p"	"mmu.miR.199a.5p"	"mmu.miR.363.3p"	"mmu.miR.142a.3p"	"mmu.miR.1298.3p"	"mmu.miR.99a.5p"	"mmu.miR.671.5p"	"mmu.miR.6406"	"mmu.miR.139.3p"	"mmu.miR.501.3p"	"mmu.miR.325.3p"	"mmu.miR.10b.5p"	"mmu.miR.5126"	"mmu.miR.3072.3p"	"mmu.miR.34b.5p"	"mmu.miR.1264.5p"	"mmu.miR.33.5p"	"mmu.miR.338.5p"	"mmu.miR.409.5p"	"mmu.miR.450a.5p"	"mmu.miR.467a.5p"	"mmu.miR.100.5p"	"mmu.miR.1224.5p"	"mmu.miR.148a.3p"	"mmu.miR.125b.5p"	"mmu.miR.30e.5p"	"mmu.miR.152.3p"	"mmu.miR.127.3p"	"mmu.miR.125a.5p"	"mmu.miR.204.3p"	"mmu.miR.34c.5p"	"mmu.miR.186.5p"	"mmu.miR.204.5p"	"mmu.miR.194.5p"	"mmu.miR.30d.5p"	"mmu.let.7d.3p"	"mmu.miR.132.3p"	"mmu.miR.203.3p"	"mmu.miR.382.5p"	"mmu.miR.1843a.5p"	"mmu.miR.26a.5p"	"mmu.miR.187.3p"	"mmu.miR.487b.3p"	"mmu.let.7e.5p"	"mmu.miR.674.5p"	"mmu.let.7a.5p"	"mmu.miR.431.5p"	"mmu.let.7c.5p"	"mmu.miR.666.5p"	"mmu.miR.874.3p"	"mmu.miR.491.5p"	"mmu.miR.92b.5p"	"mmu.miR.770.5p"	"mmu.miR.323.5p"
"	"	"	"	"	"	"Ube2g1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mfsd10"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Prf1"	"	"	"	"	"Ythdf3"	"	"	"	"	"	"	"	"	"Txndc9"	"	"	"Plekhb2"	"Ncor2"	"	"	"	"	"Osgepl1"	"	"	"Ntrk2"	"Rabif"	"Syngr1"	"	"	"Notch1"	"	"	"	"	"	"	"	"	"	"	"Nanp"	"	"	"	"	"Kcna4"	"	"	"Lrrc58"	"	"	"Katnbl1"	"	"	"	"	"Lysmd1"	"	"	"Stard8"	"	"
"	"	"	"	"	"	"Ube2k"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mgat5b"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Prickle1"	"	"	"	"	"Ywhae"	"	"	"	"	"	"	"	"	"Ube2g2"	"	"	"Plekhh1"	"Ndel1"	"	"	"	"	"Otop1"	"	"	"Nudcd3"	"Rad23b"	"Syt16"	"	"	"Nova1"	"	"	"	"	"	"	"	"	"	"	"Nap1l5"	"	"	"	"	"Kcnab1"	"	"	"Lrtm2"	"	"	"Kbtbd13"	"	"	"	"	"Lyve1"	"	"	"Steap4"	"	"
"	"	"	"	"	"	"Ube2w"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Micall1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Prkaa2"	"	"	"	"	"Yy1"	"	"	"	"	"	"	"	"	"Ube2l3"	"	"	"Plekhm3"	"Ndfip2"	"	"	"	"	"Ovol1"	"	"	"Nudt13"	"Rad51"	"Szrd1"	"	"	"Npy2r"	"	"	"	"	"	"	"	"	"	"	"Nat1"	"	"	"	"	"Kcnc1"	"	"	"Lsm11"	"	"	"Kcna1"	"	"	"	"	"Lzts3"	"	"	"Stk35"	"	"
"	"	"	"	"	"	"Ubfd1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mid1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Prkab1"	"	"	"	"	"Zc3h18"	"	"	"	"	"	"	"	"	"Ube2v1"	"	"	"Plk3"	"Necap1"	"	"	"	"	"P2rx4"	"	"	"Numbl"	"Rad9a"	"Tab3"	"	"	"Nr2f2"	"	"	"	"	"	"	"	"	"	"	"Nceh1"	"	"	"	"	"Kcnc2"	"	"	"Ltn1"	"	"	"Kcna4"	"	"	"	"	"Maf"	"	"	"Stmn2"	"	"
"	"	"	"	"	"	"Ubl3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Minpp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Prkag1"	"	"	"	"	"Zc3h6"	"	"	"	"	"	"	"	"	"Ube4a"	"	"	"Plod3"	"Nedd1"	"	"	"	"	"P2rx5"	"	"	"Nup210"	"Ralbp1"	"Taf5"	"	"	"Nr3c1"	"	"	"	"	"	"	"	"	"	"	"Ndfip2"	"	"	"	"	"Kcnk18"	"	"	"Luc7l3"	"	"	"Kcnab1"	"	"	"	"	"Mafb"	"	"	"Strn3"	"	"
"	"	"	"	"	"	"Ubn2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mitf"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Prkcb"	"	"	"	"	"Zcchc11"	"	"	"	"	"	"	"	"	"Ubn2"	"	"	"Plxna1"	"Nedd4"	"	"	"	"	"P2rx7"	"	"	"Nxnl1"	"Rasgef1b"	"Taf9"	"	"	"Nr3c2"	"	"	"	"	"	"	"	"	"	"	"Ndnf"	"	"	"	"	"Kcnk3"	"	"	"Ly6g6c"	"	"	"Kcnc1"	"	"	"	"	"Mak16"	"	"	"Strn4"	"	"
"	"	"	"	"	"	"Ubxn8"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mkln1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Prkci"	"	"	"	"	"Zcchc18"	"	"	"	"	"	"	"	"	"Ulk1"	"	"	"Plxna2"	"Nedd4l"	"	"	"	"	"Pabpn1l"	"	"	"Nxpe4"	"Rb1cc1"	"Tanc2"	"	"	"Nr5a2"	"	"	"	"	"	"	"	"	"	"	"Ndrg1"	"	"	"	"	"Kcnk6"	"	"	"Lynx1"	"	"	"Kcnc2"	"	"	"	"	"Man1c1"	"	"	"Stx16"	"	"
"	"	"	"	"	"	"Ugt3a1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mkrn1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Prr3"	"	"	"	"	"Zdhhc17"	"	"	"	"	"	"	"	"	"Unc119b"	"	"	"Plxnb1"	"Nefl"	"	"	"	"	"Pacsin1"	"	"	"Nxt2"	"Rbfox1"	"Taok1"	"	"	"Nr6a1"	"	"	"	"	"	"	"	"	"	"	"Necap1"	"	"	"	"	"Kctd12b"	"	"	"Lysmd3"	"	"	"Kcnk18"	"	"	"	"	"Man2b1"	"	"	"Stx17"	"	"
"	"	"	"	"	"	"Ugt3a2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mll1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Prr5"	"	"	"	"	"Zeb2"	"	"	"	"	"	"	"	"	"Usp40"	"	"	"Poc1b"	"Negr1"	"	"	"	"	"Pacsin3"	"	"	"OTTMUSG00000002043"	"Rbfox2"	"Tapbpl"	"	"	"Nrbf2"	"	"	"	"	"	"	"	"	"	"	"Nedd4l"	"	"	"	"	"Kctd17"	"	"	"Lyzl4"	"	"	"Kcnk3"	"	"	"	"	"Map1a"	"	"	"Stx1a"	"	"
"	"	"	"	"	"	"Uhrf2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mllt1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Prrg3"	"	"	"	"	"Zfand4"	"	"	"	"	"	"	"	"	"Usp7"	"	"	"Podxl"	"Neurl1b"	"	"	"	"	"Pafah1b1"	"	"	"Ocrl"	"Rbm14"	"Tatdn3"	"	"	"Nrbp1"	"	"	"	"	"	"	"	"	"	"	"Nek6"	"	"	"	"	"Kctd21"	"	"	"Mab21l3"	"	"	"Kcnk6"	"	"	"	"	"Map2k4"	"	"	"Supt16"	"	"
"	"	"	"	"	"	"Unc5a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mlst8"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ptges"	"	"	"	"	"Zfand5"	"	"	"	"	"	"	"	"	"Utp15"	"	"	"Polr3c"	"Neurod6"	"	"	"	"	"Paip2b"	"	"	"Ogfod1"	"Rbm25"	"Tbc1d1"	"	"	"Nrep"	"	"	"	"	"	"	"	"	"	"	"Neto1"	"	"	"	"	"Kctd7"	"	"	"Macir"	"	"	"Kctd12b"	"	"	"	"	"Map3k13"	"	"	"Suv420h2"	"	"
"	"	"	"	"	"	"Unc5c"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mmab"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ptms"	"	"	"	"	"Zfp106"	"	"	"	"	"	"	"	"	"Vapb"	"	"	"Pomt2"	"Neurog1"	"	"	"	"	"Pak6"	"	"	"Olfr70"	"Rbm26"	"Tceanc2"	"	"	"Nrg3"	"	"	"	"	"	"	"	"	"	"	"Nfat5"	"	"	"	"	"Kdelc2"	"	"	"Macrod2"	"	"	"Kctd17"	"	"	"	"	"Mapk1ip1l"	"	"	"Syncrip"	"	"
"	"	"	"	"	"	"Unkl"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mmgt1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ptov1"	"	"	"	"	"Zfp119b"	"	"	"	"	"	"	"	"	"Vash2"	"	"	"Pou2af1"	"Nf1"	"	"	"	"	"Pamr1"	"	"	"Onecut2"	"Rbm33"	"Tcf12"	"	"	"Nrk"	"	"	"	"	"	"	"	"	"	"	"Nfe2l3"	"	"	"	"	"Kdm3a"	"	"	"Mad1l1"	"	"	"Kctd21"	"	"	"	"	"Mapkapk2"	"	"	"Syp"	"	"
"	"	"	"	"	"	"Usp33"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mmp15"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ptp4a3"	"	"	"	"	"Zfp281"	"	"	"	"	"	"	"	"	"Vezf1"	"	"	"Pou4f1"	"Nfat5"	"	"	"	"	"Pan2"	"	"	"Opn4"	"Rbm7"	"Tcf20"	"	"	"Nrp1"	"	"	"	"	"	"	"	"	"	"	"Nipal2"	"	"	"	"	"Kdm4d"	"	"	"Map3k1"	"	"	"Kctd7"	"	"	"	"	"Mapre1"	"	"	"Sypl2"	"	"
"	"	"	"	"	"	"Utrn"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mmp17"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ptpn2"	"	"	"	"	"Zfp292"	"	"	"	"	"	"	"	"	"Vkorc1l1"	"	"	"Ppat"	"Nfatc2"	"	"	"	"	"Papd7"	"	"	"Oprd1"	"Rbms3"	"Tcf4"	"	"	"Nrp2"	"	"	"	"	"	"	"	"	"	"	"Nipal4"	"	"	"	"	"Khsrp"	"	"	"Map3k13"	"	"	"Kdelc2"	"	"	"	"	"Mapre2"	"	"	"Syt16"	"	"
"	"	"	"	"	"	"Vamp2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mmp2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ptpn4"	"	"	"	"	"Zfp462"	"	"	"	"	"	"	"	"	"Vps29"	"	"	"Pphln1"	"Nfatc3"	"	"	"	"	"Parp14"	"	"	"Orai3"	"Rbmx2"	"Tcl1"	"	"	"Nrxn3"	"	"	"	"	"	"	"	"	"	"	"Nkain1"	"	"	"	"	"Kif11"	"	"	"Map3k2"	"	"	"Kdm3a"	"	"	"	"	"Mapre3"	"	"	"Tab1"	"	"
"	"	"	"	"	"	"Vash2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mmp20"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ptpre"	"	"	"	"	"Zfp507"	"	"	"	"	"	"	"	"	"Vrtn"	"	"	"Ppif"	"Nfia"	"	"	"	"	"Pbx1"	"	"	"Ormdl3"	"Rbmy"	"Tfap2a"	"	"	"Nsf"	"	"	"	"	"	"	"	"	"	"	"Nktr"	"	"	"	"	"Kif14"	"	"	"Map3k3"	"	"	"Kdm4d"	"	"	"	"	"Mapt"	"	"	"Taf13"	"	"
"	"	"	"	"	"	"Vezf1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mmp24"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ptprg"	"	"	"	"	"Zfp609"	"	"	"	"	"	"	"	"	"Wbp1l"	"	"	"Ppil2"	"Nfib"	"	"	"	"	"Pcdh12"	"	"	"Osbp2"	"Rbmy1a1"	"Tgfbr2"	"	"	"Nsg1"	"	"	"	"	"	"	"	"	"	"	"Nlk"	"	"	"	"	"Kif1b"	"	"	"Map4k3"	"	"	"Khsrp"	"	"	"	"	"Maz"	"	"	"Taf5"	"	"
"	"	"	"	"	"	"Vldlr"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mnt"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ptprm"	"	"	"	"	"Zfp706"	"	"	"	"	"	"	"	"	"Wfdc8"	"	"	"Ppil4"	"Nfyb"	"	"	"	"	"Pcdh7"	"	"	"Osbpl8"	"Rc3h2"	"Tgfbrap1"	"	"	"Nt5dc3"	"	"	"	"	"	"	"	"	"	"	"Nme7"	"	"	"	"	"Kif21b"	"	"	"Map4k4"	"	"	"Kif11"	"	"	"	"	"Mbd3"	"	"	"Taf9"	"	"
"	"	"	"	"	"	"Vmn1r235"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mobp"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ptprs"	"	"	"	"	"Zfp711"	"	"	"	"	"	"	"	"	"Whamm"	"	"	"Ppm1f"	"Ngdn"	"	"	"	"	"Pcgf6"	"	"	"Osgepl1"	"Rcor1"	"Thpo"	"	"	"Nt5e"	"	"	"	"	"	"	"	"	"	"	"Nol4"	"	"	"	"	"Kif2a"	"	"	"Mapk11"	"	"	"Kif1b"	"	"	"	"	"Mbd6"	"	"	"Tal1"	"	"
"	"	"	"	"	"	"Vps26a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mon1b"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pus10"	"	"	"	"	"Zfp770"	"	"	"	"	"	"	"	"	"Wipf1"	"	"	"Ppm1h"	"Nhlh2"	"	"	"	"	"Pcsk2"	"	"	"Osgin2"	"Reln"	"Tial1"	"	"	"Ntng1"	"	"	"	"	"	"	"	"	"	"	"Nova1"	"	"	"	"	"Kif2b"	"	"	"Mapk6"	"	"	"Kif21b"	"	"	"	"	"Mc4r"	"	"	"Tardbp"	"	"
"	"	"	"	"	"	"Vstm2a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Morn4"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pvrl1"	"	"	"	"	"Zfx"	"	"	"	"	"	"	"	"	"Wnt7b"	"	"	"Ppm1n"	"Nid1"	"	"	"	"	"Pcsk7"	"	"	"Otx1"	"Rest"	"Tigd4"	"	"	"Nuak1"	"	"	"	"	"	"	"	"	"	"	"Npat"	"	"	"	"	"Kif3a"	"	"	"Mapk8"	"	"	"Kif24"	"	"	"	"	"Mcc"	"	"	"Tbc1d13"	"	"
"	"	"	"	"	"	"Vwde"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mospd2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pyroxd2"	"	"	"	"	"Zic2"	"	"	"	"	"	"	"	"	"Wnt9a"	"	"	"Ppme1"	"Nid2"	"	"	"	"	"Pctp"	"	"	"Oxsr1"	"Rev1"	"Tmc2"	"	"	"Nudcd1"	"	"	"	"	"	"	"	"	"	"	"Nras"	"	"	"	"	"Kif5c"	"	"	"Mapk9"	"	"	"Kif2a"	"	"	"	"	"Mdga1"	"	"	"Tbc1d24"	"	"
"	"	"	"	"	"	"Wdfy3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mospd3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rab10"	"	"	"	"	"Zic3"	"	"	"	"	"	"	"	"	"Xcr1"	"	"	"Ppp1ca"	"Nipal1"	"	"	"	"	"Pde4dip"	"	"	"P2rx6"	"Rev3l"	"Tmc5"	"	"	"Nudt11"	"	"	"	"	"	"	"	"	"	"	"Nrsn1"	"	"	"	"	"Kif7"	"	"	"Mapre2"	"	"	"Kif2b"	"	"	"	"	"Mdk"	"	"	"Tbl2"	"	"
"	"	"	"	"	"	"Wdr72"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mov10l1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rab11fip1"	"	"	"	"	"Zmym3"	"	"	"	"	"	"	"	"	"Xiap"	"	"	"Ppp1r16a"	"Nipal4"	"	"	"	"	"Pde7a"	"	"	"P2ry2"	"Rfwd2"	"Tmeff2"	"	"	"Nufip2"	"	"	"	"	"	"	"	"	"	"	"Nsf"	"	"	"	"	"Kif9"	"	"	"March9"	"	"	"Kif3a"	"	"	"	"	"Mdm4"	"	"	"Tbx21"	"	"
"	"	"	"	"	"	"Wisp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mpeg1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rab11fip3"	"	"	"	"	"Zxdb"	"	"	"	"	"	"	"	"	"Xk"	"	"	"Ppp1r16b"	"Nkx2-2"	"	"	"	"	"Pde7b"	"	"	"Pacs1"	"Rfx3"	"Tmem117"	"	"	"Nus1"	"	"	"	"	"	"	"	"	"	"	"Nsmce2"	"	"	"	"	"Klf12"	"	"	"Marcksl1"	"	"	"Kif5c"	"	"	"	"	"Mecp2"	"	"	"Tceanc2"	"	"
"	"	"	"	"	"	"Wrnip1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mras"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rab3d"	"	"	"	"	"Zzef1"	"	"	"	"	"	"	"	"	"Xpo7"	"	"	"Ppp1r37"	"Nlgn1"	"	"	"	"	"Pdia6"	"	"	"Padi2"	"Rfx5"	"Tmem161a"	"	"	"Nxpe5"	"	"	"	"	"	"	"	"	"	"	"Nub1"	"	"	"	"	"Klf14"	"	"	"Marveld2"	"	"	"Kif7"	"	"	"	"	"Med12"	"	"	"Tdg"	"	"
"	"	"	"	"	"	"Wwp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mrgprb1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rab43"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Yipf5"	"	"	"Ppp1r9b"	"Nolc1"	"	"	"	"	"Pdxdc1"	"	"	"Pafah1b1"	"Rgs18"	"Tmem164"	"	"	"Ocln"	"	"	"	"	"	"	"	"	"	"	"Nucks1"	"	"	"	"	"Klf8"	"	"	"Masp1"	"	"	"Kif9"	"	"	"	"	"Med28"	"	"	"Tdrkh"	"	"
"	"	"	"	"	"	"Xylt2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mrgpre"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rab44"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Yipf6"	"	"	"Ppp2ca"	"Notch1"	"	"	"	"	"Peli2"	"	"	"Pafah1b2"	"Rhbdf2"	"Tmem178b"	"	"	"Ogfod1"	"	"	"	"	"	"	"	"	"	"	"Nudt10"	"	"	"	"	"Klhdc8b"	"	"	"Mbnl3"	"	"	"Klf14"	"	"	"	"	"Med29"	"	"	"Tet1"	"	"
"	"	"	"	"	"	"Yipf6"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mrgprg"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rab5c"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ypel2"	"	"	"Ppp2r5c"	"Nova1"	"	"	"	"	"Pfkfb3"	"	"	"Pag1"	"Ric3"	"Tmem206"	"	"	"Omg"	"	"	"	"	"	"	"	"	"	"	"Nudt11"	"	"	"	"	"Klhl13"	"	"	"Mbtd1"	"	"	"Klf8"	"	"	"	"	"Med9"	"	"	"Tet2"	"	"
"	"	"	"	"	"	"Ythdc1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mrpl17"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rab8b"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ywhag"	"	"	"Ppp4r3a"	"Npy2r"	"	"	"	"	"Pgam1"	"	"	"Pak1"	"Riok3"	"Tmem30a"	"	"	"Onecut2"	"	"	"	"	"	"	"	"	"	"	"Nup153"	"	"	"	"	"Klhl23"	"	"	"Mbtps2"	"	"	"Klhdc7a"	"	"	"	"	"Medag"	"	"	"Tet3"	"	"
"	"	"	"	"	"	"Zbtb2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mrpl45"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rabepk"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ywhaz"	"	"	"Ppp5c"	"Nr2f2"	"	"	"	"	"Pgbd5"	"	"	"Pak6"	"Rlim"	"Tmem44"	"	"	"Ophn1"	"	"	"	"	"	"	"	"	"	"	"Nup50"	"	"	"	"	"Klhl31"	"	"	"Mcf2l"	"	"	"Klhdc8a"	"	"	"	"	"Mef2d"	"	"	"Tex24"	"	"
"	"	"	"	"	"	"Zbtb34"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ms4a15"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rabgap1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zbtb39"	"	"	"Ppp6r3"	"Nr3c1"	"	"	"	"	"Pgm2l1"	"	"	"Palm2"	"Rnf11"	"Tmem55b"	"	"	"Orc2"	"	"	"	"	"	"	"	"	"	"	"Nup54"	"	"	"	"	"Klhl4"	"	"	"Mctp2"	"	"	"Klhdc8b"	"	"	"	"	"Meis2"	"	"	"Tfec"	"	"
"	"	"	"	"	"	"Zbtb40"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Msi2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rabgef1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zbtb40"	"	"	"Ppwd1"	"Nr3c2"	"	"	"	"	"Phactr3"	"	"	"Palm3"	"Rnf145"	"Tmem64"	"	"	"Osbpl8"	"	"	"	"	"	"	"	"	"	"	"Nus1"	"	"	"	"	"Klhl6"	"	"	"Mdc1"	"	"	"Klhl13"	"	"	"	"	"Meox1"	"	"	"Tfr2"	"	"
"	"	"	"	"	"	"Zbtb43"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mtf1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rabif"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zcchc18"	"	"	"Prdm1"	"Nr5a2"	"	"	"	"	"Phc2"	"	"	"Pan3"	"Rnf152"	"Tmem8b"	"	"	"Osgep"	"	"	"	"	"	"	"	"	"	"	"Nxpe3"	"	"	"	"	"Klhl9"	"	"	"Mdfi"	"	"	"Klhl15"	"	"	"	"	"Mex3a"	"	"	"Thoc2"	"	"
"	"	"	"	"	"	"Zc3h12c"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mtfr2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rad54l2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zdhhc3"	"	"	"Prdm15"	"Nr6a1"	"	"	"	"	"Phf15"	"	"	"Papola"	"Rnf170"	"Tmod2"	"	"	"Otud4"	"	"	"	"	"	"	"	"	"	"	"Oaf"	"	"	"	"	"Klk10"	"	"	"Mecp2"	"	"	"Klhl23"	"	"	"	"	"Mfap1a"	"	"	"Thumpd1"	"	"
"	"	"	"	"	"	"Zc3h15"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Muc2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rai14"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfat"	"	"	"Prickle2"	"Nrbf2"	"	"	"	"	"Phf20"	"	"	"Papolg"	"Rnf181"	"Tmod3"	"	"	"Ovol2"	"	"	"	"	"	"	"	"	"	"	"Ocln"	"	"	"	"	"Klrg2"	"	"	"Med13"	"	"	"Klhl31"	"	"	"	"	"Mfap3"	"	"	"Tiam1"	"	"
"	"	"	"	"	"	"Zcchc2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mup5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Rala"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp120"	"	"	"Prkaa2"	"Nrbp1"	"	"	"	"	"Phf7"	"	"	"Pappa"	"Rnf2"	"Tmx4"	"	"	"Oxr1"	"	"	"	"	"	"	"	"	"	"	"Ocrl"	"	"	"	"	"Knop1"	"	"	"Med28"	"	"	"Klhl4"	"	"	"	"	"Mfhas1"	"	"	"Tll1"	"	"
"	"	"	"	"	"	"Zcchc5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Mxi1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ralgds"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp180"	"	"	"Prkra"	"Nrep"	"	"	"	"	"Phldb2"	"	"	"Papss2"	"Rnf34"	"Tnfaip8"	"	"	"P2ry4"	"	"	"	"	"	"	"	"	"	"	"Odf2l"	"	"	"	"	"Kpna1"	"	"	"Med6"	"	"	"Klhl6"	"	"	"	"	"Mfrp"	"	"	"Tlr12"	"	"
"	"	"	"	"	"	"Zdhhc1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Myh9"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ralgps2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp185"	"	"	"Prph2"	"Nrg3"	"	"	"	"	"Phox2b"	"	"	"Pard3"	"Rnf38"	"Tnik"	"	"	"P2ry6"	"	"	"	"	"	"	"	"	"	"	"Olfr157"	"	"	"	"	"Kpna4"	"	"	"Med8"	"	"	"Klhl9"	"	"	"	"	"Mgat4a"	"	"	"Tmed9"	"	"
"	"	"	"	"	"	"Zdhhc2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Myo18a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Raly"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Zfp251"	"	"	"Prrc1"	"Nrk"	"	"	"	"	"Pi4k2b"	"	"	"Parm1"	"Rnf4"	"Tnip2"	"	"	"P4ha1"	"	"	"	"	"	"	"	"	"	"	"Onecut2"	"	"	"	"	"Kremen1"	"	"	"Mef2c"	"	"	"Klk10"	"	"	"	"	"Mgll"	"	"	"Tmem110"	"	"
